sentence,chapter
"She looked at Jane, to see how she bore it; but Jane was very composedly talking to Bingley.",18
"She looked at his two sisters, and saw them making signs of derision at each other, and at Darcy, who continued however impenetrably grave.",18
"She looked at her father to entreat his interference, lest Mary should be singing all night.",18
"He took the hint, and when Mary had finished her second song, said aloud,  ""That will do extremely well, child.",18
You have delighted us long enough.,18
"Let the other young ladies have time to exhibit.""",18
"Mary, though pretending not to hear, was somewhat disconcerted; and Elizabeth sorry for her, and sorry for her father's speech, was afraid her anxiety had done no good.--Others of the party were now applied to.",18
"""If I,"" said Mr. Collins, ""were so fortunate as to be able to sing, I should have great pleasure, I am sure, in obliging the company with an air; for I consider music as a very innocent diversion, and perfectly compatible with the profession of a clergyman.--I do not mean however to assert that we can be justified in devoting too much of our time to music, for there are certainly other things to be attended to.",18
"The rector of a parish has much to do.--In the first place, he must make such an agreement for tythes as may be beneficial to himself and not offensive to his patron.",18
"He must write his own sermons; and the time that remains will not be too much for his parish duties, and the care and improvement of his dwelling, which he cannot be excused from making as comfortable as possible.",18
"And I do not think it of light importance that he should have attentive and conciliatory manners towards every body, especially towards those to whom he owes his preferment.",18
"I cannot acquit him of that duty; nor could I think well of the man who should omit an occasion of testifying his respect towards any body connected with the family.""",18
"And with a bow to Mr. Darcy, he concluded his speech, which had been spoken so loud as to be heard by half the room.--Many stared.--Many smiled; but no one looked more amused than Mr. Bennet himself, while his wife seriously commended Mr. Collins for having spoken so sensibly, and observed in a half-whisper to Lady Lucas, that he was a remarkably clever, good kind of young man.",18
"To Elizabeth it appeared, that had her family made an agreement to expose themselves as much as they could during the evening, it would have been impossible for them to play their parts with more spirit, or finer success; and happy did she think it for Bingley and her sister that some of the exhibition had escaped his notice, and that his feelings were not of a sort to be much distressed by the folly which he must have witnessed.",18
"That his two sisters and Mr. Darcy, however, should have such an opportunity of ridiculing her relations was bad enough, and she could not determine whether the silent contempt of the gentleman, or the insolent smiles of the ladies, were more intolerable.",18
The rest of the evening brought her little amusement.,18
"She was teazed by Mr. Collins, who continued most perseveringly by her side, and though he could not prevail with her to dance with him again, put it out of her power to dance with others.",18
"In vain did she entreat him to stand up with somebody else, and offer to introduce him to any young lady in the room.",18
"He assured her that as to dancing, he was perfectly indifferent to it; that his chief object was by delicate attentions to recommend himself to her, and that he should therefore make a point of remaining close to her the whole evening.",18
There was no arguing upon such a project.,18
"She owed her greatest relief to her friend Miss Lucas, who often joined them, and good-naturedly engaged Mr. Collins's conversation to herself.",18
"She was at least free from the offence of Mr. Darcy's farther notice; though often standing within a very short distance of her, quite disengaged, he never came near enough to speak.",18
"She felt it to be the probable consequence of her allusions to Mr. Wickham, and rejoiced in it.",18
"The Longbourn party were the last of all the company to depart; and by a manoeuvre of Mrs. Bennet had to wait for their carriages a quarter of an hour after every body else was gone, which gave them time to see how heartily they were wished away by some of the family.",18
